"record_id","street_num","street_dir","street_name","street_type","description","status","date_status","parcel_id","geom"
"BLD2019-02162","9931","","Greenfield","","Correction to BLD2019-02162 to Add Rehab Code Reference to Plans","CofO Issued","31/5/2019 00:00:00","22051128-33","0101000020E6100000475B7B15A8CC54C07802C4C82B2F4540"
"BLD2019-02250","5203","","LORAINE","","Change of Occupancy to Low/medium-impact Manufacturing or Processing (Clothing) as per plans.","CofO Issued","17/7/2019 00:00:00","10008299.","0101000020E61000006353AD740EC654C0625BFB37D52C4540"
"BLD2019-02288","2030","","Springwells","","AKA 2038 Springwells. Change of Occupancy from Retail to Veterinary Clinic for Small Animals as per plans.","CofO Issued","19/11/2020 00:00:00","20005178-9","0101000020E610000070BD534F0DC854C0304B0299AD274540"
"BLD2019-02379","13775","","BUENA VISTA","","(PER BSEED 118-18) Change occupancy from MMPCF to MMGF(grow facility) in one story (15,782 sq. ft.) building as per plans.","CofO Issued","3/7/2019 00:00:00","22006745-51","0101000020E610000006ED5ED5A3CB54C02DE78FED0B314540"
"BLD2019-02408","4860","W","CASS","","(a.k.a. 115 W. Warren - suite address) Change legal land use from ""print shop"" to ""barber shop"" as per attached drawings.","CofO Issued","19/11/2019 00:00:00","02002128.","0101000020E610000041CCA6753AC454C0099D07988C2D4540"
"BLD2019-02429","9160"," ","GREENFIELD","ROAD","Change of Occupancy/Use from Office to Major Motor Vehicle Repair facility (per BSEED 281-16) as per plans.","CofO Issued","6/11/2019 00:00:00","22049647-9","0101000020E6100000BBAE8EEA98CC54C090219A2A542E4540"
"BLD2019-02431","5703","","MCNICHOLS","","Change of use
No other changes to existing conditions","CofO Issued","31/7/2019 00:00:00","13007351-2","0101000020E6100000BBCB31A9E4C254C01EB51998A9354540"
"BLD2019-02529","692","","AMSTERDAM","","Revision to BLD2018-07772 to reflect changes to Electrical scope of work with no change of cost as per plans.","CofO Issued","19/8/2020 00:00:00",,
"BLD2019-02553","1777","","THIRD","","Revision to BLD2019-01191 to reflect additional electrical and millwork as per plans.","CofO Issued","10/12/2019 00:00:00","04004075-143B","0101000020E6100000CFE3B4B8DCC354C0F832A430AA2A4540"
"BLD2019-02602","4530",,"COMMONWEALTH",,"3 Level Multiple Family Building with 1 unit on each Level","CofO Issued","7/6/2022 00:00:00","08006022.","0101000020E6100000023A872EFFC454C0ED6BFE2AAE2C4540"
"BLD2019-02695","1441","","WOODWARD","","(a.k.a. 1247 WOODWARD - legal address) Change legal land use of suite 1441, floor 1 from ""INDOOR RECREATION CENTER""  to ""hair salon""  Tenant build out for same as per attached drawings.","CofO Issued","20/2/2020 00:00:00","02001873.001","0101000020E6100000CF82FEDF24C354C0FA0FEDDFCC2A4540"
"BLD2019-02740","500","E","WARREN",,"Construction of a Governmental Service Agency as per plans. Certificate of  Occupancy must be obtained prior to proposed use of building","CofO Issued","20/6/2022 00:00:00","03001356-60","0101000020E61000001EA1E5ACB5C354C0DAB82364E92D4540"
"BLD2019-02766","2710","","LIVERNOIS","","Revision to BLD2018-02335 to reflect addition of Mezzanine and increased cost in a Medical Marihuana Provisioning Center Facility as per plans. See BSEED Grant #113-17 for Grant conditions.","CofO Issued","22/8/2019 00:00:00","16017065-69","0101000020E6100000EEBE9DFA3CC754C0BFC3DE8B2F294540"
"BLD2019-02773","12548","","LIVERNOIS","","Change legal land use from ""hair salon"" to ""std. restaurant"" as per provided documents","CofO Issued","12/1/2021 00:00:00","14013162.","0101000020E61000004DB0FAF7E5C854C017ED4FABB8304540"
"BLD2019-02792","2905","","BEAUFAIT","","Change of Occupancy to Restaurant w/ consumption on the premises and Art Gallery per plans.","CofO Issued","4/5/2021 00:00:00","15013354.","0101000020E6100000F79897E111C154C0FB6B17DCD42D4540"
"BLD2019-03036","16929","","SCHOOLCRAFT","","Change of occupancy from retail to private club as per plans.","CofO Issued","11/2/2020 00:00:00","22008789-90","0101000020E6100000C0D17378A5CD54C0A3F49E4179314540"
"BLD2019-03064","2109",,"SECOND",,"Phase II Mechanicals, Electrical, Plumbing, Landscaping, & Civil in conjunction with BLD2019-02840 (erect a 60,000 sq ft 3 Story Office Building Phase I Core & Shell) per plans.","CofO Issued","7/1/2022 00:00:00",,
"BLD2019-03073","250","W","Larned","St","Alterations to add Kitchen in basement as per plans.","CofO Issued","7/7/2022 00:00:00","02000119-37","0101000020E610000052C87E6019C354C0BF683158062A4540"
"BLD2019-03093","1150","N","Griswold","St","Revise BLD2017-01835 for Electrical changes per plans.(CHANGE OF OCC TO LOFTS ON FLRS 8-35,COMMUNITY RM/FITNESS CTR ON 7TH FL,RETAIL ON 1ST FL)
CHANGE OF OCCUPANCY FROMT OFFICE TO LOFTS ON FLRS 8-35,COMMUNITY ROOM/FITNESS CENTER ON 7TH FL,RETAIL ON 1ST FL & EXTERIOR ALTERATIONS PER HDC CERT16-4662 AS PER PLANS.","CofO Issued","2/12/2019 00:00:00","02001994.","0101000020E61000001E7D89861BC354C05C3630378D2A4540"
"BLD2019-03115","13226","","MCNICHOLS","","REVISIONS TO BLD2019-01935 AS PER (PD) PLANS (Change of Occupancy from retail to restaurant (standard) and alterations as per EPLANS. PROJDOX BLD-4817)","CofO Issued","28/1/2020 00:00:00","22014123-4","0101000020E6100000BFB4F10645CB54C0DA720B1B5C354540"
"BLD2019-03235","19187","","MACK","","(AKA 22341 Moross #R113) Change of use from standard retail to (Retail-Pharmacy) with associated alterations per plans.","CofO Issued","8/10/2019 00:00:00",,
"BLD2019-03305","1505","","WOODWARD","","Renovating existing office space for new tenant","CofO Issued","11/12/2019 00:00:00","02001869-1","0101000020E6100000BF52465A30C354C06D07919CDF2A4540"
"BLD2019-03360","12747","","STOUT","","CHANGE OF USE AND ALTERATIONS TO MEDICAL MARIHUANA GROW FACILITY PER PLANS AND GRANT #93-18","CofO Issued","21/10/2019 00:00:00","22101932.","0101000020E6100000EB97F27D6FCF54C0D4DA6C62D1304540"
"BLD2019-03361","6810","E","MCNICHOLS","","(Per Bseed 86-18) Establish Medical Marijuana Provisioning Center and Processing in 1,736 sq. ft. Building per Plans.","CofO Issued","7/10/2020 00:00:00","15003324.","0101000020E6100000C369EAA506C254C0FA972F83A6354540"
"BLD2019-03388","1319","","DIVISION","","Change of Use to Parking Lot (Gravel) per plans.","CofO Issued","15/7/2020 00:00:00","05000976.","0101000020E6100000AFA70247B0C254C02AEFAEE5622C4540"
"BLD2019-03400","666","","SELDEN","","CHANGE OF USE TO BAR/RESTAURANT WITH ALTERATIONS PER PLANS","CofO Issued","9/6/2021 00:00:00","04000774-5","0101000020E6100000480A036138C454C0BF63B2BC762C4540"
"BLD2019-03417","9000","","Livernois","","Per BZA#111-17 & BSEED #12-17 , Add used motor vehicle sales and major motor vehicle repair (Bump & Paint) to existing Vehicle Repair Shop.","CofO Issued","31/1/2020 00:00:00","16017311-3","0101000020E61000005C78FAE8D5C854C00A5CDA733A2E4540"
"BLD2019-03472","4842","N","W Grand River","Ave","a.k.a.(4848 W. Grand River) REVISIONS TO BLD2018-04978 TO MODIFY SCOPE OF WORK PER PLANS
(AKA 4842 Grand River Legal. Change of Occupancy from Motor Vehicle Repair Garage to Restaurant w/ Onsite Consumption, Additions, and alterations as per plans. Separate Health approval and Restaurant Business License required.)","CofO Issued","28/12/2020 00:00:00","10000599.003","0101000020E6100000FDDD47EDA0C554C04C6FA5E19A2C4540"
"BLD2019-03473","1525","","Fisher Frwy","","AKA 1525 W. Fisher Freeway Unit 34. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03474","1527","","Fisher Frwy","","AKA 1527 W. Fisher Freeway Unit 33. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03475","1531","","Fisher Frwy","","AKA 1531 W. Fisher Freeway Unit 32. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03476","1535","","Fisher Frwy","","AKA 1535 W. Fisher Freeway Unit 31. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03477","1537","","Fisher Frwy","","AKA 1537 W. Fisher Freeway Unit 30. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03478","1541","","Fisher Frwy","","AKA 1541 W. Fisher Freeway Unit 29. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03479","1545","","Fisher Frwy","","AKA 1545 W. Fisher Freeway Unit 28. Per BZA #4-18, Construct an approx. 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","12/8/2020 00:00:00",,
"BLD2019-03529","2911","W","GRAND BLVD.","","Change of Occupancy/Use to establish (Health Club) on level one #128 of Mixed use building per plans.","CofO Issued","2/9/2021 00:00:00","04001514-20","0101000020E61000005CA6F78A21C554C0D3AEDE45222F4540"
"BLD2019-03580","1840",,"HOLBROOK",,"Erect South Parking Structure and site work per plans.
Subject to all Federal, State, and Local Executive Orders.","CofO Issued","15/6/2022 00:00:00","09004727-38","0101000020E6100000239A77CB0AC454C0A9F651B5A8314540"
"BLD2019-03696","4829","","Commonwealth","Ave","New two story/three bedroom/2 1/2 bathroom single family home with brick and siding.","CofO Issued","9/11/2020 00:00:00","08006216.","0101000020E6100000C85C7D421DC554C0D6B2E64EED2C4540"
"BLD2019-03697","1801",,"HOWARD",,"Construct 11,982 sq ft Warehouse addition per plans./Combine 2 buildings into 1 building","CofO Issued","18/8/2022 00:00:00","08000111-8","0101000020E61000003FDB653247C454C0C8276CFD7F294540"
"BLD2019-03717","8126","","GREENFIELD","","Change of Occupancy/Use to Office and alterations per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","27/1/2021 00:00:00","22049495-6","0101000020E6100000D983346091CC54C0A7BCE9AD262D4540"
"BLD2019-03775","3303","","COCHRANE","","(AKA 3323 Cochrane) Construct (11) unit Rowhouse building and Accessory Garages per BZA (41-19) & (SLU2019-00020) per Plans.","CofO Issued","20/10/2021 00:00:00","08006537.001","0101000020E6100000D8A87845C0C454C0B3A54049762B4540"
"BLD2019-03825","2425"," ","EWALD","CIRCLE","Revision to BLD2016-08795 to Modify Scope of Work as Per Plans (Erection of a 111' x 48' Comm. CTR./ Office Bldg. & Associated Site Work Per BZA# 34-16 as per Plans)","CofO Issued","26/7/2019 00:00:00","14005942-8","0101000020E6100000BCCBE6E4CEC854C0DE7464F82B324540"
"BLD2019-03841","8700","","Mack","Ave","Change of Occupancy/Use to Recreation, Indoor Commercial and Health Club per plans.","CofO Issued","20/12/2019 00:00:00","19000881.","0101000020E6100000F26A1C6BEDBF54C021C1E3174F2F4540"
"BLD2019-03953","6030","","Eight Mile","","Per BSEED Grant#73-17, modify existing MMPCF to expand into 762 sq ft space per plans.","CofO Issued","18/12/2019 00:00:00","13009077-81","0101000020E610000074AB6350B8C254C0F53F985746394540"
"BLD2019-03956","6143","","VERNOR HWY","","Change of Occupancy / Use to establish Restaurant in Ste #B (Approx. 1250 sq. ft.) as per plans.","CofO Issued","15/4/2020 00:00:00","16000701-5","0101000020E6100000045A64B6E8C654C06DBA477B62284540"
"BLD2019-03968","2520","","22nd","","Modify BSEED #85-17 to establish MMPCF, MMGF & Office space per BSEED #110-18 recorded w/WCRD.","CofO Issued","23/11/2020 00:00:00","12007857.001","0101000020E6100000E0820C039BC554C0AA87E11F3C2A4540"
"BLD2019-04047","2060"," ","WABASH"," ","Delete garage from scope of work for (permit BLD2017-04274)
ERECTION OF A 61' L X 28' W X 23' H SINGLE FAMILY DWELLING AND ACCESSORY GARAGE PER HDC CERT#15-38 AS PER PLANS.","CofO Issued","30/8/2019 00:00:00","-608","0101000020E610000023DD7130B6C454C0946C88422D2A4540"
"BLD2019-04052","19437","WEST","MCNICHOLS","","(AKA 19449 W. McNichols) Change of Occupancy/Use to create (4) Retail spaces as per plans.","CofO Issued","26/4/2021 00:00:00","22013264-7","0101000020E61000006677C898FBCE54C05A28FC681D354540"
"BLD2019-04095","1840",,"Holbrook",,"Construction of a parking garage.
Subject to all Federal, State, and Local Executive Orders.","CofO Issued","11/8/2022 00:00:00","09004727-38","0101000020E6100000239A77CB0AC454C0A9F651B5A8314540"
"BLD2019-04096","1840",,"Holbrook",,"Erection of new Office Building (Visitor Center) and Connectors per plans.
Subject to all Federal, State and Local Executive Orders.","CofO Issued","15/6/2022 00:00:00","09004727-38","0101000020E6100000239A77CB0AC454C0A9F651B5A8314540"
"BLD2019-04103","16200","","WARREN","","(AKA 16238 & 16242 W. Warren) Change of Occupancy/Use to establish Medical Clinic (Urgent Care) as per plans.","CofO Issued","3/3/2020 00:00:00","21002348.","0101000020E6100000A69C7C2A32BC54C07302B3C56E334540"
"BLD2019-04112","15715","E","WARREN",,"PROVIDE INTERIOR /EXTERIOR RENOVATIONS, AND USE CHANGE PER ATTACHED DOCUMENTS","CofO Issued","8/8/2022 00:00:00","21002830.","0101000020E6100000C306B6CA91BC54C00D808A1C3B334540"
"BLD2019-04181","15850","","WYOMING","","Provide interior renovation per attached drawings","CofO Issued","29/7/2020 00:00:00","16037523-4","0101000020E6100000F15E95F439CA54C091023BA64F344540"
"BLD2019-04231","1405","","Canfield","","1405 Canfield Unit 1. Erect 2-story Attached Single-Family Dwelling with attached garage per plans.","CofO Issued","4/6/2021 00:00:00",,
"BLD2019-04239","901",,"Selden","St","(AKA 831 & 835 Selden) New (3) Story Building with 1st Floor Retail and (25) unit Multi Family per plans.","CofO Issued","8/3/2022 00:00:00",,
"BLD2019-04247","4611","","16th","St","Erect new Single Family Dwelling per plans.","CofO Issued","6/10/2020 00:00:00","10006345.","0101000020E6100000B74F3C219FC554C050F8745A4D2C4540"
"BLD2019-04269","40","","HAGUE","","Per BSEED Grant 60-18, Change of Occupancy to Multi-Family Dwelling and site work per plans.","CofO Issued","3/5/2021 00:00:00","01002660-0","0101000020E61000004D4979B2FCC454C09F18E3D87F304540"
"BLD2019-04433","7375","","WOODWARD","AVENUE","CHANGE OF OCCUPANCY TO ADD A CHILD CARE CENTER TO AN EXISTING NON-PROFIT NEIGHBORHOOD CENTER (NO FLOOR PLAN CHANGES) AS PER EPLANS PROJDOX BLD - 5256","CofO Issued","2/3/2020 00:00:00","02001736-40","0101000020E61000008044F887C2C454C0AF47C58D7D2F4540"
"BLD2019-04437","11509","","MACK","","Phase II Permit for Interiors and Building Envelope per plans. See BLD2019-02395 for fees.","CofO Issued","8/11/2021 00:00:00","21044288-572","0101000020E610000018AAF2EA7FBE54C095E6F1DF16314540"
"BLD2019-04452","14470","","LIVERNOIS","","Establish Three Medical Marijuanna Uses in (5) Separate suites as indicated on Plans and Grants (BSEED 116-18) & (BZA 48-19).","CofO Issued","15/10/2020 00:00:00","12013095.00A","0101000020E6100000C9ED9EECCBC854C05197DFD2B0324540"
"BLD2019-04461","1533","","WINDER","","Revision to BLD2019-01550 to add an Occupancy/Use on 1st Floor of Restaurant per plans.(Change legal use from ""warehouse"" to ""office, business / professional"". Interior & exterior alterations and addition as per attached documents)","CofO Issued","19/8/2020 00:00:00","07000827.","0101000020E61000005630C3156FC254C0E9236C85672C4540"
"BLD2019-04495","29","","BALTIMORE","","Revise BLD2019-03163 to add 2nd floor Office accessory to Private Club per plans.(Change of Use from Restaurant to Private Club on 1st Floor only (2nd Floor and Basement to remain vacant) as per plans)","CofO Issued","17/9/2019 00:00:00","01004276-7","0101000020E610000002278E6291C454C004AE7EE3352F4540"
"BLD2019-04567","16001",,"Mack","Ave","Per BSEED Grant 103-17 Change of Use to MMPCF per plans.
Alteration of existing building. Change from liquor store to dispensary.","CofO Issued","18/8/2022 00:00:00","21001452-6","0101000020E61000002CAD1BD0D9BB54C072B39BBBF0314540"
"BLD2019-04592","690","","AMSTERDAM","","Revision to BLD2019-02057 per plans (a.k.a. 6201 Second St) Tenant build out of suites A & B, floor 1 to establish ""retail, C.O.P., & C/O restaurant"")","CofO Issued","11/8/2020 00:00:00","04001346-9","0101000020E6100000BE409DBEE6C454C007757249BA2E4540"
"BLD2019-04699","19449","","Glendale","St","Modify (BSEED 165-16) to Establish 21,710 Sq. Ft. Medical Marihuana Grow Facility per SLU2019-00027 per Plans.","CofO Issued","19/11/2019 00:00:00","22008505-6","0101000020E6100000BF21AF30E9CE54C0A72123F0C2304540"
"BLD2019-04725","18300","","WARREN","","Add (SDD) to existing Retail W/SDM per (SLU2019-00049) and Documents.","CofO Issued","31/10/2019 00:00:00","21002153.001","0101000020E6100000D92E7AB99BBA54C094D6D4AB88344540"
"BLD2019-04728","5800","","CASS","","Change of Occupancy/Use to Commercial Trade School (Wearing Apparel) on 2nd & 3rd Floor per plans.","CofO Issued","1/9/2020 00:00:00","02002140.","0101000020E610000094501F7678C454C0AEB80DB2662E4540"
"BLD2019-04855","9212","","GREENFIELD","ROAD","Change of Use / Occupancy to Establish Trade Services General as per Plans.","CofO Issued","6/10/2020 00:00:00","22049666-71","0101000020E6100000CC154D2299CC54C0319B05D9762E4540"
"BLD2019-04880","20046","WEST","WARREN","AVENUE","Establish a Medical Marijuanna Provisioning Center in 940 sq. ft. First floor of 1,880 sq. ft. 2 Story Building Per BSEED 43-16 and Plans.","CofO Issued","11/1/2021 00:00:00","22000558.","0101000020E6100000E98D0D8C22CF54C07A91EC6DF12B4540"
"BLD2019-04934","2658","W","West Grand","Blvd","Per HDC Cert#17-5240, Change of Occupancy to Office in 2656 & Exterior & Interior alterations at 2654 thru 2658 per plans. Note: 2654 thru 2658 Properties combined, existing Office at 2654 & 2658.","CofO Issued","24/8/2021 00:00:00","08001640.","0101000020E61000007CC24A8AA0C554C0485293D3A12E4540"
"BLD2019-04951","1601","E","GRAND BLVD",,"Phase II. Per BSEED SLU2019-00086, construct Marijuana Provisioning Center Facility (MPCF) Building B & Marijuana Grower Facility (MGF) Building A as per plans.
(Subject to all applicable Federal, State and Local Executive Orders.)","CofO Issued","29/7/2022 00:00:00","15000590.002L","0101000020E6100000B97C3D4FD7C154C00812BD404C304540"
"BLD2019-04970","2301","","Trumbull","","AKA 2301 Trumbull Ave. Unit 14. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","24/9/2020 00:00:00",,
"BLD2019-04971","2305","","Trumbull","","AKA 2305 Trumbull Ave. Unit 15. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","24/9/2020 00:00:00",,
"BLD2019-04972","2309","","Trumbull","","AKA 2309 Trumbull Ave. Unit 16. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","15/10/2020 00:00:00",,
"BLD2019-04973","2315","","Trumbull","","AKA 2315 Trumbull Ave. Unit 17. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","15/10/2020 00:00:00",,
"BLD2019-04974","2319","","Trumbull","","AKA 2319 Trumbull Ave. Unit 18. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","15/10/2020 00:00:00",,
"BLD2019-04975","2323","","Trumbull","","AKA 2323 Trumbull Ave. Unit 19. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","15/10/2020 00:00:00",,
"BLD2019-04976","2327","","Trumbull","","AKA 2327 Trumbull Ave. Unit 20. Per BZA #4-18, Construct 34' L X 21' W X 37' H Townhouse per plans.","CofO Issued","15/10/2020 00:00:00",,
"BLD2019-04977","4327",,"Lincoln",,"4327 Lincoln Unit 3. Erect 2-story Attached Single-Family Dwelling with attached garage per plans.","CofO Issued","8/2/2022 00:00:00",,
"BLD2019-04979","4321",,"Lincoln",,"4321 Lincoln Unit 4. Erect 2-story Attached Single-Family Dwelling with attached garage per plans.","CofO Issued","8/2/2022 00:00:00",,
"BLD2019-04980","4311",,"Lincoln",,"4311 Lincoln Unit 5. Erect 2-story Attached Single-Family Dwelling with attached garage per plans.","CofO Issued","12/7/2022 00:00:00",,
"BLD2019-04987","14340"," ","GRATIOT"," ","14340 Gratiot Legal. Change of Occupancy/Use to Retail (Tobacco) per plans.","CofO Issued","11/10/2019 00:00:00","21028565-7","0101000020E6100000C4642DAC7DBE54C0E025A871BF374540"
"BLD2019-05042","607","","Shelby","St","Suite B 100. Change of Occupancy/Use to Restaurant/w Onsite Consumption per plans.","CofO Issued","1/12/2020 00:00:00","02000163.","0101000020E6100000B09CF2C618C354C0587304B9252A4540"
"BLD2019-05056","1320","","Wilkins","","Change of Use / Occupancy to Establish Private club as per plans.","CofO Issued","9/12/2019 00:00:00","05003502.","0101000020E6100000EBB86EFAC6C254C0DE01ABA5A12C4540"
"BLD2019-05061","1400","","GRATIOT","","Change of Occupancy/Use to (M) Retail (Tobacco Specialty Retail Store) & alterations per plans. Separate State of Michigan Smoking Exemption Req. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","4/11/2021 00:00:00",,
"BLD2019-05132","139","","CADILLAC","","Exterior renovation per attached drawing.
rev. to BLD2017-08563","CofO Issued","8/11/2019 00:00:00","01000236.","0101000020E61000004683837ECBC254C02FA72ABB7D2A4540"
"BLD2019-05166","1534","","WEBB","","REVISION TO BLD2018-08360 TO MODIFY MECHANICAL AND ELECTRICAL SYSTEMS PER PLANS
(CHANGE OF OCCUPANCY FROM OFFICE TO MULTIPLE DWELLING (10 UNITS) AND ALTERATIONS IN 2 STORY PORTION ONLY AS PER EPLANS)","CofO Issued","17/12/2020 00:00:00","06006158-9","0101000020E6100000F8CBB0F095C654C03D746B9BA3314540"
"BLD2019-05271","17455","E","Warren","Ave","Exterior & Interior alterations per plans.","CofO Issued","4/5/2020 00:00:00",,"0101000020E6100000BA88F87F3CBB54C081CAFC1F37344540"
"BLD2019-05297","6519","","Woodward","Ave","Change of Occupancy to Restaurant w/Onsite Consumption per plans.","CofO Issued","14/6/2021 00:00:00",,
"BLD2019-05337","660","","WOODWARD","","Revise BLD2019-03295 Change Use/Occupancy to establish Accessory (Retail/Pharmacy) per Plans 
(Interior Office Build out of 24th Floor #2430 per Plans).","CofO Issued","1/11/2019 00:00:00","01004105.","0101000020E6100000465827FBE9C254C0631FACCE5E2A4540"
"BLD2019-05366","2225",,"WABASH","St","Per BZA #15-20 & HDC Cert 19-6301, Erect new Two-Family Dwelling per plans. Subject to all Applicable Federal, State, and Local Executive Orders.","CofO Issued","15/6/2022 00:00:00","10004809.001","0101000020E61000008F89928EC8C454C065CDD851472A4540"
"BLD2019-05409","1433","","Woodward","Ave","Per BSEED Grant 4-18, add SDM (carry-out Sale of Beer, Wine) with consumption on the premises to existing Retail Space per plans.","CofO Issued","18/10/2019 00:00:00","02001873.004L","0101000020E61000007AD1BDF32AC354C0B547B7E6CC2A4540"
"BLD2019-05583","1300","","ROSA PARKS","","Revision to BLD2019-01404 per plans.
(Construct & erect a 52,500 square foot building addition as per attached drawings)","CofO Issued","29/11/2021 00:00:00","08007399.001","0101000020E6100000D9A1813F4EC454C05CC36B0ABD294540"
"BLD2019-05808","2660","","John R","","Revise BLD2017-02421 to Reflect changes in Scope of Work per plans.
(Brush Park BLDG. A4) Erection of a 5 Story Mixed Use-Residential (35) units and Commercial Building per (HDC16-4509 per Plans.","CofO Issued","23/9/2020 00:00:00","01004055.006","0101000020E61000004D2E45F155C354C03837D9B7F72B4540"
"BLD2019-05935","2125","","WOODWARD","","Revision to BLD2019-01266 per plans.
(Change legal land use of east tenant suite (2131 Woodward) to ""Standard Restaurant"" as per attached drawings)","CofO Issued","14/10/2021 00:00:00","02001862-3","0101000020E61000008FD4616A5BC354C0C032706F3C2B4540"
"BLD2019-05993","1375","","Michigan","Ave","Revision to BLD2019-00172 per plans.
(Per SLU2019-00036 change legal land use from ""storage"" to ""bar"" (COP) with an indoor recreation area (axe throwing).","CofO Issued","30/7/2021 00:00:00","06000393-9","0101000020E610000056E3406328C454C04E2895B0612A4540"
"BLD2019-06019","1678","","E GRAND BLVD","","Per SLU2019-00115, Change of Occupancy to Medical Marihuana Grower Facility per plans.","CofO Issued","22/9/2020 00:00:00","15000598.","0101000020E610000075F536E105C254C049B74DDC4C304540"
"BLD2019-06053","2295","E","VERNOR","","Revisions to BLD2018-00854 per plans.
(PHASE 2: ESTABLISH NEW 2 STORY NURSING HOME (SKILLED NURSING FACILITY)","CofO Issued","1/7/2020 00:00:00","09001230.","0101000020E61000007A1BFC0707C254C0B555B766C42C4540"
"BLD2019-06175","20311","","Mound","","Change of Use/Occupancy to Establish Retail per Plans.","CofO Issued","5/3/2020 00:00:00","13013042.","0101000020E6100000B1D30A8CDAC254C0982B676B19394540"
"BLD2019-06184","2645","","WOODWARD","","(AKA 52 E. Henry) Interior Tenant Build Out on Level 2 per Plans.","CofO Issued","27/5/2021 00:00:00","02000572-638","0101000020E6100000883B770C85C354C002A063E8A62B4540"
"BLD2019-06217","14655","","Greenfield","","14661 Greenfield Suite B. Change of Use to add Pharmacy to existing Retail per plans.","CofO Issued","4/2/2020 00:00:00","22050876.","0101000020E610000005AD929DBDCC54C06BAB0BCFB9324540"
"BLD2019-06264","18207","W","8 MILE","","(Per BZA73-16) & (BSEED38-16)Establish a Medical Caregiver Center in a 2,400 square foot portion of an existing 3,600 sq. ft. building per Plans.","CofO Issued","24/5/2021 00:00:00","22018884-5","0101000020E610000085A420B130CE54C0CE71CB0DD3384540"
"BLD2019-06297","19566","","GRAND RIVER","","CHANGE FROM OFFICE TO BAR","CofO Issued","10/3/2021 00:00:00","22007982-3","0101000020E6100000A640AC9808CF54C07E67AA912F344540"
"BLD2019-06362","12531","EAST","7 MILE","ROAD","Change of Use / Occupancy to Establish Nail Salon per Plans.","CofO Issued","24/9/2021 00:00:00","21021004-8","0101000020E61000005A17BB28C8BF54C0A7C7559FAC374540"
"BLD2019-06378","666","","Selden","St","Change of Occupancy to Brewpub and alterations per plans./Construction of a brewery pub in an existing one story building. The scope includes  reinforcement of existing structure to support new equipment related to the program,  replacement of window/ door system, as well as installation of coolers, and a boiler room. Replacement of the concrete slab and provision of structural support for future installation of a mezzanine.","CofO Issued","18/6/2021 00:00:00","04000774-5","0101000020E6100000480A036138C454C0BF63B2BC762C4540"
"BLD2019-06446","465","","SCHAEFER","","Modify BSEED #36-16, Change of Occupancy to add MMGF per plans.","CofO Issued","22/2/2021 00:00:00","20017996.002","0101000020E61000006A0FAFAD6FCA54C0B67F45CF99244540"
"BLD2019-06503","5740","","FEDERAL","","BY RIGHT USE CHANGE TO TRUCKING TERMINAL.","CofO Issued","12/10/2020 00:00:00","16001347.002","0101000020E61000006B9D53ADF4C654C0B84743376E294540"
"BLD2019-06528","12668","","Gratiot","","Revision to BLD2019-02896 per plans.
(Revision to BLD2018-08495 per plans)
(CONSTRUCT A NEW 1 STORY, 3200 SFT MEDICAL MARIHUANA PROVISIONING CENTER FACILITY).","CofO Issued","8/7/2020 00:00:00","21028704-10","0101000020E61000005281C84B36BF54C06A2490529D354540"
"BLD2019-06543","1508","","WOODWARD","","Establishment Of Single Residential Loft Unit On The 4th Floor Of A 4 Story Building As Per Plans. See BLD2018-00416 For Plans and Reference.","CofO Issued","9/1/2020 00:00:00","01004130.","0101000020E6100000EEC1DC5A25C354C0FBA21FB4EA2A4540"
"BLD2019-06594","9700","E","Eight Mile","","Per BZA 69-19, Change of Occupancy/Use to Medical Marihuana Processor Facility as per plans.
(Subject to all applicable Federal, State and Local Executive Orders.)","CofO Issued","22/7/2021 00:00:00","17005738.005L","0101000020E61000008D7BB2031CC154C0F9DA89260C394540"
