"inspectionid","inspectiondate","inspection_type","establishmentid","name","violation","violation_description","violation_type","item1","item2","item3","problem1","problem2","problem3","inspectarea","location1","location2","corrected","days_to_correct","date_corrected","correction_description","critical"
"59986","6/20/2022","Routine Inspection","51622770","Small World Kitchen","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Core",,,,,,,"",,,"False","10",,,"False"
"59986","6/20/2022","Routine Inspection","51622770","Small World Kitchen","3-301.11","(A) To prevent food contamination FOOD EMPLOYEES shall properly wash their      hands.
(B) FOOD EMPLOYEES may not contact exposed, READY-TO-EAT FOOD with      their bare hands and shall use suitable UTENSILS such as deli tissue,       spatulas, tongs, single-use gloves, or dispensing EQUIPMENT. (P)
(C) FOOD EMPLOYEES shall minimize bare hand and arm contact with exposed     FOOD that is not in a READY-TO-EAT form. (Pf)

","Priority",,,,,,,"",,,"True","10","6/20/2022",,"True"
"59985","6/20/2022","Routine Inspection","4919","Shinola Coffee Bar","4-302.14","A test kit or other device that accurately measures the concentration in mg/L of SANITIZING solutions shall be provided. (Pf)
","Foundation",,,,,,,"",,,"True","10","7/11/2022",,"True"
"59985","6/20/2022","Routine Inspection","4919","Shinola Coffee Bar","3-501.17","(A)  READY-TO-EAT, POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  prepared and held refrigerated for more than 24 hours in a FOOD ESTABLISHMENT  shall be clearly marked at the time of preparation to indicate the date or day by which the FOOD shall be consumed. (Pf)
(B)  A container of refrigerated, commercially prepared READY-TO-EAT POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  shall be clearly marked, at the time the original container is opened in a FOOD ESTABLISHMENT, to indicate the date or day by which the FOOD shall be consumed. (Pf)

A date marking system that does not exceed 7 days, including date of preparation, or opening is to be used. (Pf)
","Foundation",,,,,,,"",,,"True","10","6/20/2022",,"True"
"59984","7/8/2022","Routine Inspection","51623081","Wayne Co Mrkt LLC dba Plum Mrkt (Events)","4-302.14","A test kit or other device that accurately measures the concentration in mg/L of SANITIZING solutions shall be provided. (Pf)
","Foundation",,,,,,,"",,,"True","10","7/18/2022",,"True"
"59984","7/8/2022","Routine Inspection","51623081","Wayne Co Mrkt LLC dba Plum Mrkt (Events)","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation",,,,,,,"",,,"True","10","7/18/2022",,"True"
"59984","7/8/2022","Routine Inspection","51623081","Wayne Co Mrkt LLC dba Plum Mrkt (Events)","6-301.14","A sign or poster that notifies FOOD EMPLOYEES to wash their hands shall be provided at all HANDWASHING SINKS used by FOOD EMPLOYEES and shall be clearly visible to FOOD EMPLOYEES.
","Core",,,,,,,"",,,"True","30","7/18/2022",,"False"
"59983","7/12/2022","Routine Inspection","4889","Top China One","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core",,,,,,,"",,,"False","30",,,"False"
"59983","7/12/2022","Routine Inspection","4889","Top China One","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation",,,,,,,"",,,"True","10","7/12/2022",,"True"
"59983","7/12/2022","Routine Inspection","4889","Top China One","3-302.12","Except for containers holding FOOD that can be readily and unmistakably recognized such as dry pasta, working containers holding FOOD or FOOD ingredients that are removed from their original packages for use in the FOOD ESTABLISHMENT, such as cooking oils, flour, herbs, potato flakes, salt, spices, and sugar shall be identified with the common name of the FOOD.","Core",,,,,,,"",,,"False","30",,,"False"
"59983","7/12/2022","Routine Inspection","4889","Top China One","3-302.11","(A) FOOD shall be protected from cross contamination by:  
(1) Except as specified in (1)(c) below, separating raw animal FOODS during         storage, preparation, holding, and display from:
(a) Raw READY-TO-EAT FOOD including other raw animal FOOD such as FISH for sushi or MOLLUSCAN SHELLFISH, or other raw READY-TO-EAT FOOD such as fruits and vegetables,(P) and
(b) Cooked READY-TO-EAT FOOD; (P)
(c) Frozen, commercially processed and packaged raw animal FOOD may be          stored or displayed with or above frozen, commercially processed and           packaged, ready-to-eat food.
(2) Except when combined as ingredients, separating types of raw animal FOODS    from each other such as beef, FISH, lamb, pork, and POULTRY during storage,        preparation, holding, and display by:
(a) Using separate EQUIPMENT for each type, (P) or
(b) Arranging each type of FOOD in EQUIPMENT so that cross contamination of one type with another is prevented, (P) and
(c) Preparing each type of FOOD at different times or in separate areas; (P)
","Priority",,,,,,,"",,,"False","10",,,"True"
"59983","7/12/2022","Routine Inspection","4889","Top China One","6-501.110","(A) Dressing rooms shall be used by EMPLOYEES if the EMPLOYEES regularly change their clothes in the establishment.
(B) Lockers or other suitable facilities shall be used for the orderly storage of EMPLOYEE clothing and other possessions.
","Core",,,,,,,"",,,"False","30",,,"False"
"59983","7/12/2022","Routine Inspection","4889","Top China One","2-301.14","FOOD EMPLOYEES shall clean their hands and exposed portions of their arms as specified under § 2-301.12 immediately before engaging in FOOD preparation including working with exposed FOOD, clean EQUIPMENT and UTENSILS, and unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES (P) and:
(A)     After touching bare human body parts other than clean hands and clean, exposed portions of arms; (P)
(B)     After using the toilet room; (P)
(C)     After caring for or handling SERVICE ANIMALS or aquatic animals as specified in ¶ 2-403.11(B); (P).
(D)     Except as specified in ¶ 2-401.11(B), after coughing, sneezing, using a handkerchief or disposable tissue, using tobacco, eating, or drinking; (P)
(E)     After handling soiled EQUIPMENT or UTENSILS; (P)
(F)     During FOOD preparation, as often as necessary to remove soil and contamination and to prevent cross contamination when changing tasks; (P)
(G)     When switching between working with raw FOOD and working with READY-TO-EAT FOOD; (P)
(H)     Before donning gloves for working with FOOD; (P) and
(I)      After engaging in other activities that contaminate the hands. (P)","Priority",,,,,,,"",,,"False","10",,,"True"
"59981","7/21/2022","Routine Inspection","51622839","Dunkin Donuts ","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core",,,,,,,"",,,"False","30",,,"False"
"59981","7/21/2022","Routine Inspection","51622839","Dunkin Donuts ","5-205.15","A PLUMBING SYSTEM shall be:
(A) Repaired according to LAW; (P) and
(B) Maintained in good repair.
","Priority",,,,,,,"",,,"False","10",,,"True"
"59980","7/21/2022","Routine Inspection","51622634","Chick-Fil-A","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority",,,,,,,"",,,"True","10","7/21/2022",,"True"
"59979","7/21/2022","Routine Inspection","3807","Great Lakes Coffee Beanery","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation",,,,,,,"",,,"True","10","7/21/2022",,"True"
"59977","6/23/2022","Routine Inspection","1263","Bicentennial Towers  ","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core",,,,,,,"",,,"False","30",,,"False"
"59977","6/23/2022","Routine Inspection","1263","Bicentennial Towers  ","4-501.11","EQUIPMENT shall be maintained in a state of repair and condition that meets the requirements of the code.
","Core",,,,,,,"",,,"False","30",,,"False"
"59975","7/6/2022","Routine Inspection","51623368","Promenade Artisan Foods","3-501.15","(A) Cooling shall be accomplished in accordance with the time and temperature criteria specified under § 3-501.14 by using one or more of the following methods based on the type of FOOD being cooled:  
   (1) Placing the FOOD in shallow pans; (Pf)
   (2) Separating the FOOD into smaller or thinner portions; (Pf)
   (3) Using rapid cooling EQUIPMENT; (Pf)
   (4) Stirring the FOOD in a container placed in an ice water bath; (Pf)
   (5) Using containers that facilitate heat transfer; (Pf)
   (6) Adding ice as an ingredient; (Pf) or
   (7) Other effective methods. (Pf)  
(B) When placed in cooling or cold holding EQUIPMENT, FOOD containers in which FOOD is being cooled shall be:  
   (1) Arranged in the EQUIPMENT to provide maximum heat transfer through the       container walls; and
   (2) Loosely covered, or uncovered if protected from overhead contamination as          specified under Subparagraph 3-305.11(A)(2), during the cooling period to facilitate    heat transfer from the surface of the FOOD.","Foundation",,,,,,,"",,,"True","10","7/6/2022",,"True"
"59975","7/6/2022","Routine Inspection","51623368","Promenade Artisan Foods","4-302.14","A test kit or other device that accurately measures the concentration in mg/L of SANITIZING solutions shall be provided. (Pf)
","Foundation",,,,,,,"",,,"True","10","7/6/2022",,"True"
"59724","6/30/2022","Routine Inspection","4923","Nicky D's Coney Island ","2-401.11","(A)    An EMPLOYEE shall eat, drink, or use any form of tobacco only in designated areas where the contamination of exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES; or other items needing protection can not result.
(B)     A FOOD EMPLOYEE may drink from a closed BEVERAGE container if the container is handled to prevent contamination of:
         (1)     The EMPLOYEE'S hands;
         (2)     The container; and
         (3)     Exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; and unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES.
","Core","Employee(s)",,,"Smoking",,,"KITCHEN",,,"False","30",,,"False"
"59975","7/6/2022","Routine Inspection","51623368","Promenade Artisan Foods","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority",,,,,,,"",,,"True","10","7/6/2022",,"True"
"59975","7/6/2022","Routine Inspection","51623368","Promenade Artisan Foods","MFL289.2129","Sec. 2129. (1) All food establishments shall employ a minimum of 1 managerial employee as a food safety manager, who must be an individual who is currently certified under a personnel certification program accredited by the American National Standards Institute, utilizing the Conference for Food Protection standards:
(2) Beginning January 14, 2017 and every 5 years thereafter, a certified  food safety manager who supervises the operations of a food service establishment shall have completed a food safety training program
containing an allergen awareness  component that has been approved by  the department. A food service establishment shall retain records on the  site of the food service establishment documenting compliance of its  certified food safety managers with this subsection. ","Core","",,,,,,"",,,"False","30",,,"False"
"59975","7/6/2022","Routine Inspection","51623368","Promenade Artisan Foods","2-402.11","FOOD EMPLOYEES shall wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; or unwrapped SINGLE-SERVICE or SINGLE-USE ARTICLES.","Core",,,,,,,"",,,"False","30",,,"False"
